"FIPS","Qualifying Name","File identification","State Postal Abbreviation","Summary Level","Geographic Component","Logical Record Number","US","Census Region","Census Division","State (Census Code)","State (FIPS Code)","County of current residence","County Subdivision (FIPS)","Place (FIPS Code)","Census Tract","Block Group","Consolidated City","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(Census)","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian TribalSubdivision (Census)","American Indian TribalSubdivision (FIPS)","Alaska Native RegionalCorporation (FIPS)","Metropolitan and MicropolitanStatistical Area","Combined Statistical Area","Metropolitan Statistical Area-Metropolitan Division","Metropolitan Area Central City","Metropolitan/MicropolitanIndicator Flag","New England City and Town Area","New England City and TownCombined Statistical Area","New England City and Town AreaDivision","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","5-digit ZIP Code Tabulation Area","Subminor Civil Division (FIPS)","State-School District (Elementary)","State-School District (Secondary)","State-School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area – 5%File","Public Use Microdata Area - 1% File","Geographic Identifier","Area Name","Tribal Tract","Tribal Block Group","Place (State FIPS + Place FIPS)","Median Household Income (In 2021 Inflation Adjusted Dollars)","Population Under 18 Years of Age for Whom Poverty Status Is Determined:","Population Under 18 Years of Age for Whom Poverty Status Is Determined: Living in Poverty","Population Under 18 Years of Age for Whom Poverty Status Is Determined: At or Above Poverty Level","Population 25 Years and Over:","Population 25 Years and Over: Less than High School","Population 25 Years and Over: High School Graduate or More (Includes Equivalency)","Population 25 Years and Over: Some College or More","Population 25 Years and Over: Bachelor's Degree or More","Population 25 Years and Over: Master's Degree or More","Population 25 Years and Over: Professional School Degree or More","Population 25 Years and Over: Doctorate Degree","Civilian Population in Labor Force 16 Years and Over:","Civilian Population in Labor Force 16 Years and Over: Employed","Civilian Population in Labor Force 16 Years and Over: Unemployed","Total Population","Total Population: Not Hispanic or Latino","Total Population: Not Hispanic or Latino: White Alone","Total Population: Not Hispanic or Latino: Black or African American Alone","Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Not Hispanic or Latino: Asian Alone","Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Not Hispanic or Latino: Some Other Race Alone","Total Population: Not Hispanic or Latino: Two or More Races","Total Population: Hispanic or Latino","Total Population: Hispanic or Latino: White Alone","Total Population: Hispanic or Latino: Black or African American Alone","Total Population: Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Hispanic or Latino: Asian Alone","Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Hispanic or Latino: Some Other Race Alone","Total Population: Hispanic or Latino: Two or More Races"
"090010735002","Block Group 2, Census Tract 735, Fairfield County, Connecticut","ACSSF","ct","150","00","0001848",,,,,"09","001",,,"073500","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010735002","Block Group 2",,,,20809,,,,496,201,295,167,28,0,0,0,453,422,31,895,247,10,236,0,0,0,0,1,648,306,41,0,0,0,274,27
"090010735003","Block Group 3, Census Tract 735, Fairfield County, Connecticut","ACSSF","ct","150","00","0001849",,,,,"09","001",,,"073500","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010735003","Block Group 3",,,,50278,,,,703,243,460,265,70,0,0,0,466,447,19,1023,430,43,296,0,0,0,0,91,593,250,9,0,15,0,257,62
"090010736001","Block Group 1, Census Tract 736, Fairfield County, Connecticut","ACSSF","ct","150","00","0001850",,,,,"09","001",,,"073600","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010736001","Block Group 1",,,,50000,,,,551,175,376,180,89,23,18,0,478,410,68,834,214,0,170,0,44,0,0,0,620,317,17,0,0,0,274,12
"090010736002","Block Group 2, Census Tract 736, Fairfield County, Connecticut","ACSSF","ct","150","00","0001851",,,,,"09","001",,,"073600","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010736002","Block Group 2",,,,53873,,,,835,273,562,245,35,0,0,0,734,633,101,1341,528,129,354,0,0,0,0,45,813,447,0,0,0,0,216,150
"090010737001","Block Group 1, Census Tract 737, Fairfield County, Connecticut","ACSSF","ct","150","00","0001852",,,,,"09","001",,,"073700","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010737001","Block Group 1",,,,88155,,,,420,50,370,107,64,0,0,0,308,293,15,510,292,52,239,0,0,0,0,1,218,115,0,0,0,0,102,1
"090010737002","Block Group 2, Census Tract 737, Fairfield County, Connecticut","ACSSF","ct","150","00","0001853",,,,,"09","001",,,"073700","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010737002","Block Group 2",,,,52938,,,,934,320,614,364,106,0,0,0,820,773,47,1447,704,183,512,0,0,0,0,9,743,170,55,0,0,0,445,73
"090010737003","Block Group 3, Census Tract 737, Fairfield County, Connecticut","ACSSF","ct","150","00","0001854",,,,,"09","001",,,"073700","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010737003","Block Group 3",,,,,,,,508,91,417,236,69,35,35,0,313,299,14,698,341,123,174,0,12,0,0,32,357,129,0,0,0,0,223,5
"090010737004","Block Group 4, Census Tract 737, Fairfield County, Connecticut","ACSSF","ct","150","00","0001855",,,,,"09","001",,,"073700","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010737004","Block Group 4",,,,43208,,,,951,330,621,437,70,55,14,13,789,659,130,1559,895,122,731,0,27,0,0,15,664,111,360,0,0,0,164,29
"090010737005","Block Group 5, Census Tract 737, Fairfield County, Connecticut","ACSSF","ct","150","00","0001856",,,,,"09","001",,,"073700","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010737005","Block Group 5",,,,12165,,,,346,172,174,29,17,12,0,0,157,157,0,402,102,14,88,0,0,0,0,0,300,103,0,0,0,0,119,78
"090010738001","Block Group 1, Census Tract 738, Fairfield County, Connecticut","ACSSF","ct","150","00","0001857",,,,,"09","001",,,"073800","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010738001","Block Group 1",,,,17826,,,,668,243,425,203,65,16,16,0,440,372,68,1155,398,32,336,0,30,0,0,0,757,122,15,0,113,0,438,69
"090010738002","Block Group 2, Census Tract 738, Fairfield County, Connecticut","ACSSF","ct","150","00","0001858",,,,,"09","001",,,"073800","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010738002","Block Group 2",,,,27560,,,,592,151,441,216,41,0,0,0,389,358,31,742,358,87,256,0,0,0,15,0,384,116,9,0,0,34,154,71
"090010739001","Block Group 1, Census Tract 739, Fairfield County, Connecticut","ACSSF","ct","150","00","0001859",,,,,"09","001",,,"073900","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010739001","Block Group 1",,,,35714,,,,201,23,178,96,20,0,0,0,122,122,0,306,34,0,34,0,0,0,0,0,272,143,0,0,0,0,129,0
"090010739002","Block Group 2, Census Tract 739, Fairfield County, Connecticut","ACSSF","ct","150","00","0001860",,,,,"09","001",,,"073900","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010739002","Block Group 2",,,,37066,,,,589,73,516,324,93,0,0,0,539,380,159,1289,921,16,905,0,0,0,0,0,368,32,0,0,0,0,253,83
"090010739003","Block Group 3, Census Tract 739, Fairfield County, Connecticut","ACSSF","ct","150","00","0001861",,,,,"09","001",,,"073900","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010739003","Block Group 3",,,,11842,,,,671,192,479,125,48,0,0,0,306,286,20,1059,272,19,253,0,0,0,0,0,787,140,59,0,0,0,549,39
"090010739004","Block Group 4, Census Tract 739, Fairfield County, Connecticut","ACSSF","ct","150","00","0001862",,,,,"09","001",,,"073900","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010739004","Block Group 4",,,,49281,,,,817,458,359,140,0,0,0,0,825,732,93,1414,629,298,250,0,81,0,0,0,785,105,51,0,73,0,358,198
"090010740001","Block Group 1, Census Tract 740, Fairfield County, Connecticut","ACSSF","ct","150","00","0001863",,,,,"09","001",,,"074000","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010740001","Block Group 1",,,,37034,,,,714,198,516,201,72,30,16,16,580,542,38,1257,642,61,397,0,0,0,13,171,615,52,9,0,0,0,509,45
"090010740002","Block Group 2, Census Tract 740, Fairfield County, Connecticut","ACSSF","ct","150","00","0001864",,,,,"09","001",,,"074000","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010740002","Block Group 2",,,,45625,,,,584,187,397,201,49,13,5,0,459,436,23,968,174,17,139,0,18,0,0,0,794,316,146,0,0,0,315,17
"090010743001","Block Group 1, Census Tract 743, Fairfield County, Connecticut","ACSSF","ct","150","00","0001865",,,,,"09","001",,,"074300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010743001","Block Group 1",,,,40585,,,,628,148,480,285,105,44,0,0,493,436,57,982,733,43,534,18,30,0,13,95,249,21,0,0,0,0,158,70
"090010743002","Block Group 2, Census Tract 743, Fairfield County, Connecticut","ACSSF","ct","150","00","0001866",,,,,"09","001",,,"074300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010743002","Block Group 2",,,,45500,,,,421,85,336,181,90,8,0,0,403,281,122,954,583,41,542,0,0,0,0,0,371,178,0,0,0,0,152,41
"090010743003","Block Group 3, Census Tract 743, Fairfield County, Connecticut","ACSSF","ct","150","00","0001867",,,,,"09","001",,,"074300","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010743003","Block Group 3",,,,38641,,,,742,343,399,172,43,43,16,0,572,552,20,1727,504,7,241,0,241,0,0,15,1223,204,25,0,0,0,959,35
"090010743004","Block Group 4, Census Tract 743, Fairfield County, Connecticut","ACSSF","ct","150","00","0001868",,,,,"09","001",,,"074300","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010743004","Block Group 4",,,,34183,,,,584,138,446,199,30,2,0,0,493,423,70,1227,891,13,821,17,40,0,0,0,336,0,45,0,0,0,282,9
"090010744001","Block Group 1, Census Tract 744, Fairfield County, Connecticut","ACSSF","ct","150","00","0001869",,,,,"09","001",,,"074400","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010744001","Block Group 1",,,,27273,,,,688,213,475,302,100,72,27,19,539,421,118,1152,659,0,579,0,0,0,16,64,493,140,64,0,0,0,219,70
"090010744002","Block Group 2, Census Tract 744, Fairfield County, Connecticut","ACSSF","ct","150","00","0001870",,,,,"09","001",,,"074400","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010744002","Block Group 2",,,,59336,,,,1215,239,976,504,149,42,0,0,1015,998,17,1899,1131,59,952,0,43,0,0,77,768,137,0,0,0,0,553,78
"090010744003","Block Group 3, Census Tract 744, Fairfield County, Connecticut","ACSSF","ct","150","00","0001871",,,,,"09","001",,,"074400","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010744003","Block Group 3",,,,55040,,,,1131,128,1003,359,67,62,0,0,909,860,49,1621,767,39,638,0,69,0,0,21,854,122,27,0,0,0,390,315
"090010801001","Block Group 1, Census Tract 801, Fairfield County, Connecticut","ACSSF","ct","150","00","0001872",,,,,"09","001",,,"080100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010801001","Block Group 1",,,,103929,,,,619,76,543,385,118,62,19,10,388,388,0,903,512,256,220,0,4,0,0,32,391,229,0,0,0,0,29,133
"090010801002","Block Group 2, Census Tract 801, Fairfield County, Connecticut","ACSSF","ct","150","00","0001873",,,,,"09","001",,,"080100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010801002","Block Group 2",,,,,,,,1597,250,1347,894,408,67,0,0,1371,1176,195,2306,1849,543,1015,0,248,0,0,43,457,269,0,0,0,0,53,135
"090010801003","Block Group 3, Census Tract 801, Fairfield County, Connecticut","ACSSF","ct","150","00","0001874",,,,,"09","001",,,"080100","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010801003","Block Group 3",,,,95847,,,,663,163,500,337,175,45,0,0,583,510,73,941,471,86,385,0,0,0,0,0,470,279,0,0,0,0,52,139
"090010801004","Block Group 4, Census Tract 801, Fairfield County, Connecticut","ACSSF","ct","150","00","0001875",,,,,"09","001",,,"080100","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010801004","Block Group 4",,,,53558,,,,893,285,608,293,130,42,0,0,701,647,54,1164,867,590,142,0,19,57,0,59,297,46,0,0,0,0,197,54
"090010802001","Block Group 1, Census Tract 802, Fairfield County, Connecticut","ACSSF","ct","150","00","0001876",,,,,"09","001",,,"080200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010802001","Block Group 1",,,,68245,,,,1230,192,1038,719,409,130,43,0,1039,1006,33,1826,1188,595,557,15,0,0,0,21,638,224,0,0,0,0,308,106
"090010802002","Block Group 2, Census Tract 802, Fairfield County, Connecticut","ACSSF","ct","150","00","0001877",,,,,"09","001",,,"080200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010802002","Block Group 2",,,,116458,,,,924,46,878,364,101,49,37,12,753,710,43,1232,630,212,377,0,0,0,0,41,602,13,37,0,0,0,521,31
"090010802003","Block Group 3, Census Tract 802, Fairfield County, Connecticut","ACSSF","ct","150","00","0001878",,,,,"09","001",,,"080200","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010802003","Block Group 3",,,,34183,,,,688,173,515,171,58,28,0,0,696,568,128,1248,467,255,212,0,0,0,0,0,781,252,0,0,0,0,295,234
"090010804001","Block Group 1, Census Tract 804, Fairfield County, Connecticut","ACSSF","ct","150","00","0001879",,,,,"09","001",,,"080400","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010804001","Block Group 1",,,,82605,,,,1040,103,937,506,313,59,0,0,886,840,46,1545,1219,426,793,0,0,0,0,0,326,37,133,0,0,0,101,55
"090010804002","Block Group 2, Census Tract 804, Fairfield County, Connecticut","ACSSF","ct","150","00","0001880",,,,,"09","001",,,"080400","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010804002","Block Group 2",,,,67176,,,,1720,138,1582,985,512,135,0,0,1588,1505,83,2831,1959,578,1310,0,0,0,0,71,872,424,0,0,0,0,421,27
"090010804003","Block Group 3, Census Tract 804, Fairfield County, Connecticut","ACSSF","ct","150","00","0001881",,,,,"09","001",,,"080400","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010804003","Block Group 3",,,,47234,,,,980,270,710,401,140,52,0,0,729,700,29,1637,1005,33,972,0,0,0,0,0,632,401,46,0,0,0,167,18
"090010805001","Block Group 1, Census Tract 805, Fairfield County, Connecticut","ACSSF","ct","150","00","0001882",,,,,"09","001",,,"080500","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010805001","Block Group 1",,,,71555,,,,1358,76,1282,778,468,178,48,22,833,813,20,1578,1435,1315,54,0,43,0,0,23,143,103,0,0,0,0,0,40
"090010805002","Block Group 2, Census Tract 805, Fairfield County, Connecticut","ACSSF","ct","150","00","0001883",,,,,"09","001",,,"080500","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010805002","Block Group 2",,,,132656,,,,1326,10,1316,1111,816,393,133,78,961,935,26,1613,1589,1541,0,0,40,0,0,8,24,12,0,0,0,0,0,12
"090010806001","Block Group 1, Census Tract 806, Fairfield County, Connecticut","ACSSF","ct","150","00","0001884",,,,,"09","001",,,"080600","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010806001","Block Group 1",,,,55458,,,,887,16,871,746,396,220,80,17,767,709,58,1051,812,486,301,0,17,0,0,8,239,223,8,0,0,0,0,8
"090010806002","Block Group 2, Census Tract 806, Fairfield County, Connecticut","ACSSF","ct","150","00","0001885",,,,,"09","001",,,"080600","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010806002","Block Group 2",,,,104138,,,,1346,44,1302,800,351,136,19,0,1207,1121,86,1679,1475,1307,135,0,18,0,15,0,204,116,57,0,0,0,0,31
"090010807001","Block Group 1, Census Tract 807, Fairfield County, Connecticut","ACSSF","ct","150","00","0001886",,,,,"09","001",,,"080700","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010807001","Block Group 1",,,,78125,,,,641,43,598,492,277,130,20,0,500,488,12,872,795,633,150,0,3,0,4,5,77,16,0,0,0,0,25,36
"090010807002","Block Group 2, Census Tract 807, Fairfield County, Connecticut","ACSSF","ct","150","00","0001887",,,,,"09","001",,,"080700","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010807002","Block Group 2",,,,83000,,,,754,82,672,465,232,74,0,0,586,558,28,996,834,563,252,0,12,0,0,7,162,23,0,0,5,0,122,12
"090010808001","Block Group 1, Census Tract 808, Fairfield County, Connecticut","ACSSF","ct","150","00","0001888",,,,,"09","001",,,"080800","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010808001","Block Group 1",,,,115132,,,,641,48,593,380,195,77,0,0,403,386,17,814,777,511,258,0,8,0,0,0,37,19,18,0,0,0,0,0
"090010808002","Block Group 2, Census Tract 808, Fairfield County, Connecticut","ACSSF","ct","150","00","0001889",,,,,"09","001",,,"080800","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010808002","Block Group 2",,,,55156,,,,512,16,496,354,161,72,19,0,274,197,77,533,533,480,22,0,31,0,0,0,0,0,0,0,0,0,0,0
"090010808003","Block Group 3, Census Tract 808, Fairfield County, Connecticut","ACSSF","ct","150","00","0001890",,,,,"09","001",,,"080800","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010808003","Block Group 3",,,,115022,,,,761,0,761,606,485,140,26,0,743,695,48,1233,1073,961,103,0,0,0,0,9,160,75,0,0,0,0,85,0
"090010808004","Block Group 4, Census Tract 808, Fairfield County, Connecticut","ACSSF","ct","150","00","0001891",,,,,"09","001",,,"080800","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010808004","Block Group 4",,,,103438,,,,699,103,596,435,289,179,71,6,517,498,19,1035,968,770,198,0,0,0,0,0,67,58,0,0,0,0,0,9
"090010808005","Block Group 5, Census Tract 808, Fairfield County, Connecticut","ACSSF","ct","150","00","0001892",,,,,"09","001",,,"080800","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010808005","Block Group 5",,,,111615,,,,736,26,710,474,250,89,0,0,660,643,17,1053,762,707,37,0,0,0,0,18,291,143,10,0,0,0,122,16
"090010809001","Block Group 1, Census Tract 809, Fairfield County, Connecticut","ACSSF","ct","150","00","0001893",,,,,"09","001",,,"080900","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010809001","Block Group 1",,,,105119,,,,924,141,783,464,179,32,10,0,717,641,76,1317,1116,702,364,0,18,0,0,32,201,42,62,0,0,0,36,61
"090010809002","Block Group 2, Census Tract 809, Fairfield County, Connecticut","ACSSF","ct","150","00","0001894",,,,,"09","001",,,"080900","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010809002","Block Group 2",,,,125952,,,,695,48,647,451,161,124,17,8,622,612,10,1171,950,582,5,0,0,0,9,354,221,183,0,0,0,0,0,38
"090010809003","Block Group 3, Census Tract 809, Fairfield County, Connecticut","ACSSF","ct","150","00","0001895",,,,,"09","001",,,"080900","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010809003","Block Group 3",,,,85298,,,,1021,131,890,507,285,60,0,0,739,717,22,1557,1292,973,319,0,0,0,0,0,265,190,0,0,0,0,75,0
"090010809004","Block Group 4, Census Tract 809, Fairfield County, Connecticut","ACSSF","ct","150","00","0001896",,,,,"09","001",,,"080900","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010809004","Block Group 4",,,,95430,,,,658,66,592,380,175,29,5,5,484,478,6,996,792,630,154,0,8,0,0,0,204,59,0,0,0,0,132,13
"090010810001","Block Group 1, Census Tract 810, Fairfield County, Connecticut","ACSSF","ct","150","00","0001897",,,,,"09","001",,,"081000","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010810001","Block Group 1",,,,66328,,,,1094,198,896,632,356,225,43,3,928,767,161,1492,1009,754,224,0,0,0,0,31,483,220,45,0,0,0,161,57
"090010810002","Block Group 2, Census Tract 810, Fairfield County, Connecticut","ACSSF","ct","150","00","0001898",,,,,"09","001",,,"081000","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010810002","Block Group 2",,,,82647,,,,622,34,588,356,125,30,6,6,477,477,0,767,734,647,72,0,0,0,0,15,33,33,0,0,0,0,0,0
"090010810003","Block Group 3, Census Tract 810, Fairfield County, Connecticut","ACSSF","ct","150","00","0001899",,,,,"09","001",,,"081000","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010810003","Block Group 3",,,,75278,,,,1375,147,1228,732,224,39,19,0,1014,943,71,2296,2003,1266,610,0,0,0,0,127,293,157,35,0,0,0,86,15
"090010811001","Block Group 1, Census Tract 811, Fairfield County, Connecticut","ACSSF","ct","150","00","0001900",,,,,"09","001",,,"081100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010811001","Block Group 1",,,,91368,,,,1105,88,1017,587,293,127,13,6,768,678,90,1451,1007,1003,0,0,0,0,0,4,444,197,0,0,0,0,113,134
"090010811002","Block Group 2, Census Tract 811, Fairfield County, Connecticut","ACSSF","ct","150","00","0001901",,,,,"09","001",,,"081100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010811002","Block Group 2",,,,126722,,,,1021,43,978,681,414,246,32,0,761,753,8,1292,1063,940,113,0,0,0,0,10,229,8,6,0,0,0,118,97
"090010811003","Block Group 3, Census Tract 811, Fairfield County, Connecticut","ACSSF","ct","150","00","0001902",,,,,"09","001",,,"081100","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010811003","Block Group 3",,,,136200,,,,1484,46,1438,976,512,152,25,8,1263,1197,66,2068,1574,1172,402,0,0,0,0,0,494,139,3,0,0,0,135,217
"090010812001","Block Group 1, Census Tract 812, Fairfield County, Connecticut","ACSSF","ct","150","00","0001903",,,,,"09","001",,,"081200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010812001","Block Group 1",,,,126250,,,,1237,65,1172,894,522,358,111,34,803,803,0,1661,1437,1305,83,0,4,0,0,45,224,120,0,0,0,0,9,95
"090010812002","Block Group 2, Census Tract 812, Fairfield County, Connecticut","ACSSF","ct","150","00","0001904",,,,,"09","001",,,"081200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010812002","Block Group 2",,,,124167,,,,902,51,851,705,469,200,33,11,761,724,37,1189,1073,926,147,0,0,0,0,0,116,7,0,0,0,0,103,6
"090010812003","Block Group 3, Census Tract 812, Fairfield County, Connecticut","ACSSF","ct","150","00","0001905",,,,,"09","001",,,"081200","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010812003","Block Group 3",,,,117000,,,,1056,30,1026,964,656,201,23,15,994,847,147,1438,1426,1231,162,0,27,0,0,6,12,5,0,0,0,0,0,7
"090010812004","Block Group 4, Census Tract 812, Fairfield County, Connecticut","ACSSF","ct","150","00","0001906",,,,,"09","001",,,"081200","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010812004","Block Group 4",,,,154063,,,,505,24,481,276,170,75,27,0,366,339,27,667,518,402,37,0,0,0,76,3,149,25,0,5,0,0,111,8
"090010813001","Block Group 1, Census Tract 813, Fairfield County, Connecticut","ACSSF","ct","150","00","0001907",,,,,"09","001",,,"081300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010813001","Block Group 1",,,,62094,,,,1425,56,1369,1188,758,366,68,35,637,505,132,1785,1640,1429,29,0,58,0,0,124,145,16,0,0,0,0,53,76
"090010813002","Block Group 2, Census Tract 813, Fairfield County, Connecticut","ACSSF","ct","150","00","0001908",,,,,"09","001",,,"081300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010813002","Block Group 2",,,,59593,,,,756,40,716,543,392,127,40,26,412,361,51,880,871,680,14,0,177,0,0,0,9,0,0,0,0,0,9,0
"090010813003","Block Group 3, Census Tract 813, Fairfield County, Connecticut","ACSSF","ct","150","00","0001909",,,,,"09","001",,,"081300","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010813003","Block Group 3",,,,58194,,,,896,18,878,638,399,273,98,25,378,368,10,1001,1001,962,0,0,0,0,0,39,0,0,0,0,0,0,0,0
"090010813004","Block Group 4, Census Tract 813, Fairfield County, Connecticut","ACSSF","ct","150","00","0001910",,,,,"09","001",,,"081300","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010813004","Block Group 4",,,,136750,,,,847,2,845,669,452,149,66,0,737,661,76,1242,1093,1013,80,0,0,0,0,0,149,135,0,0,0,0,0,14
"090010901001","Block Group 1, Census Tract 901, Fairfield County, Connecticut","ACSSF","ct","150","00","0001911",,,,,"09","001",,,"090100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010901001","Block Group 1",,,,146765,,,,1146,122,1024,830,624,294,119,45,855,784,71,1588,1523,1478,0,0,37,0,0,8,65,53,0,0,0,0,0,12
"090010901002","Block Group 2, Census Tract 901, Fairfield County, Connecticut","ACSSF","ct","150","00","0001912",,,,,"09","001",,,"090100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010901002","Block Group 2",,,,142500,,,,1172,129,1043,971,819,431,102,19,632,607,25,1660,1558,1117,197,0,232,0,0,12,102,0,0,0,0,0,0,102
"090010902001","Block Group 1, Census Tract 902, Fairfield County, Connecticut","ACSSF","ct","150","00","0001913",,,,,"09","001",,,"090200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010902001","Block Group 1",,,,103594,,,,959,45,914,674,421,148,15,15,742,733,9,1160,1132,1072,0,0,32,0,28,0,28,28,0,0,0,0,0,0
"090010902002","Block Group 2, Census Tract 902, Fairfield County, Connecticut","ACSSF","ct","150","00","0001914",,,,,"09","001",,,"090200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010902002","Block Group 2",,,,212650,,,,934,47,887,777,676,310,83,31,596,583,13,1359,1276,1000,0,0,243,0,0,33,83,83,0,0,0,0,0,0
"090010902003","Block Group 3, Census Tract 902, Fairfield County, Connecticut","ACSSF","ct","150","00","0001915",,,,,"09","001",,,"090200","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090010902003","Block Group 3",,,,146214,,,,1629,37,1592,1291,908,479,14,14,1209,1134,75,2530,2322,1848,67,0,265,0,0,142,208,161,0,0,0,0,0,47
